sentence,datetime
I’ll be free in the afternoon.,afternoon
I’ll be free in the night.,night
Let’s meet tomorrow at 5:15 AM.,tomorrow 5:15 AM
The exam is tomorrow at 11:15 AM.,tomorrow 11:15 AM
I’ll be free in the evening.,evening
We’re planning a trip in a few days.,in a few days
We’re planning a trip next week.,next week
The movie starts in 14 minutes.,in 14 minutes
I’ll be free in the morning.,morning
I’ll be free in the morning.,morning
Let’s meet in two days at 7:15 PM.,in two days 7:15 PM
Let’s meet tomorrow at 12:15 PM.,tomorrow 12:15 PM
I’ll be free in the afternoon.,afternoon
The exam is day after tomorrow at 4:15 AM.,day after tomorrow 4:15 AM
The movie starts in 48 minutes.,in 48 minutes
The movie starts in 34 minutes.,in 34 minutes
Let’s meet in two days at 10:15 AM.,in two days 10:15 AM
The movie starts in 11 minutes.,in 11 minutes
Let’s meet tomorrow at 9:15 AM.,tomorrow 9:15 AM
The exam is in two days at 12:30 PM.,in two days 12:30 PM
The exam is tomorrow at 1:30 PM.,tomorrow 1:30 PM
The exam is in two days at 11:00 AM.,in two days 11:00 AM
The exam is in two days at 12:15 AM.,in two days 12:15 AM
Let’s meet tomorrow at 6:30 PM.,tomorrow 6:30 PM
Let’s meet in two days at 12:15 AM.,in two days 12:15 AM
I’ll be free in the evening.,evening
The movie starts in 31 minutes.,in 31 minutes
Let’s meet day after tomorrow at 10:00 PM.,day after tomorrow 10:00 PM
We’re planning a trip next week.,next week
I’ll be free in the evening.,evening
Let’s meet tomorrow at 12:45 PM.,tomorrow 12:45 PM
I’ll be free in the morning.,morning
Let’s meet tomorrow at 6:30 AM.,tomorrow 6:30 AM
