id,sentence,category
394,"Sports activities are June 21st at Green Valley Club.","event_with_info"
395,"Fireworks displays are July 4th at Waterfront Park.","event_with_info"
396,"Music performances begin July 10th at Pavilion.","event_with_info"
397,"School preparations are August 8th at Community Center.","event_with_info"
398,"Outdoor cooking is September 6th at Lakeside.","event_with_info"
399,"Family stories are September 13th at Library.","event_with_info"
400,"Harvest activities begin September 26th at Farm.","event_with_info"
401,"Costumed parties are October 31st at Community Center.","event_with_info"
402,"Community meals are November 26th at Fellowship Hall.","event_with_info"
403,"Holiday shopping begins December 5th at Town Square.","event_with_info"
404,"Formal celebrations are December 31st at Downtown Plaza.","event_with_info"
405,"Cold water swimming is January 1st, 2026 at Beach Club.","event_with_info"
406,"Winter activities are January 10th at Snow Valley.","event_with_info"
407,"Service projects are January 18th at Community Center.","event_with_info"
408,"Game viewing is February 7th at Sports Bar.","event_with_info"
409,"Romantic dining is February 14th at Grand Ballroom.","event_with_info"
410,"Historical tours are February 16th at Museum.","event_with_info"
411,"Street fairs are March 1st downtown.","event_with_info"
412,"Professional breakfasts are March 8th at Hotel.","event_with_info"
413,"Pub activities are March 17th at Irish District.","event_with_info"
414,"Outdoor exercise is March 20th at Sunrise Park.","event_with_info"
415,"Comedy shows are April 1st at Comedy Club.","event_with_info"
416,"Free beverages are April 15th at Café.","event_with_info"
417,"Environmental activities are April 22nd at Green Park.","event_with_info"
418,"Cultural dancing is May 1st at Cultural Center.","event_with_info"
419,"Cultural celebrations are May 5th at Mexican Plaza.","event_with_info"
420,"Family meals are May 10th at Garden Restaurant.","event_with_info"
421,"Honorary parades are May 16th downtown.","event_with_info"
422,"Memorial services are May 25th at Veterans Cemetery.","event_with_info"
423,"Summer concerts are May 30th at Amphitheater.","event_with_info"
424,"Community celebrations are June 6th at Equality Park.","event_with_info"
425,"Family cooking is June 21st at Backyard Patio.","event_with_info"
426,"Patriotic parades are July 4th downtown.","event_with_info"
427,"Music performances are July 18th at Riverfront Park.","event_with_info"
428,"School preparations are August 1st at Community Center.","event_with_info"
429,"Outdoor dining is September 7th at Lakeside Park.","event_with_info"
430,"Family stories are September 13th at Rose Garden.","event_with_info"
431,"Seasonal activities begin September 26th at Harvest Grounds.","event_with_info"
432,"Costumed parties are October 31st at Haunted House.","event_with_info"
433,"Community meals are November 26th at Community Hall.","event_with_info"
434,"Holiday shopping is December 5th at Town Square.","event_with_info"
435,"Formal celebrations are December 31st at Grand Ballroom.","event_with_info"
436,"Winter activities are January 3rd, 2026 at Snow Park.","event_with_info"
437,"Community marches are January 18th downtown.","event_with_info"
438,"Sports viewing is February 7th at Sports Arena.","event_with_info"
439,"Romantic music is February 14th at Love Auditorium.","event_with_info"
440,"Historical discussions are February 16th at History Museum.","event_with_info"
441,"Formal dancing is March 2nd at Grand Hall.","event_with_info"
442,"Professional discussions are March 8th at Convention Center.","event_with_info"
443,"Community parades are March 17th downtown.","event_with_info"
444,"Wellness activities are March 20th at Zen Center.","event_with_info"
445,"Comedy performances are April 1st at Laugh Lounge.","event_with_info"
446,"Financial advice is April 15th at Money Center.","event_with_info"
447,"Environmental cleanups are April 22nd at Community Park.","event_with_info"
448,"Cultural performances are May 1st at Cultural Plaza.","event_with_info"
449,"Cultural celebrations are May 5th at Fiesta Grounds.","event_with_info"
500,"Family meals are May 10th at Garden Café.","event_with_info"
