id,sentence,category
306,"The New Year's Eve Gala is December 31st at Grand Ballroom.","event_with_info"
307,"Don't miss the Winter Wonderland on January 3rd, 2026 at Snow Park.","event_with_info"
308,"The MLK Day March is January 18th downtown.","event_with_info"
309,"Join us for the Super Bowl Watch Party on February 7th at Sports Arena.","event_with_info"
310,"The Valentine's Day Concert is February 14th at Love Auditorium.","event_with_info"
311,"Don't miss the President's Day Lecture on February 16th at History Museum.","event_with_info"
312,"The Mardi Gras Ball is March 2nd at Grand Hall.","event_with_info"
313,"You're invited to the International Women's Day Summit on March 8th at Convention Center.","event_with_info"
314,"The St. Patrick's Day Parade is March 17th downtown.","event_with_info"
315,"Don't miss the Spring Equinox Meditation on March 20th at Zen Center.","event_with_info"
316,"The April Fool's Comedy Night is April 1st at Laugh Lounge.","event_with_info"
317,"Join us for the Tax Day Financial Workshop on April 15th at Money Center.","event_with_info"
318,"The Earth Day Cleanup is April 22nd at Community Park.","event_with_info"
319,"Don't miss the May Day Festival on May 1st at Cultural Plaza.","event_with_info"
320,"The Cinco de Mayo Celebration is May 5th at Fiesta Grounds.","event_with_info"
321,"You're invited to the Mother's Day Brunch on May 10th at Garden Café.","event_with_info"
322,"The Armed Forces Day Ceremony is May 16th at Veterans Park.","event_with_info"
323,"Don't miss the Memorial Day Concert on May 24th at Amphitheater.","event_with_info"
324,"The Pride Month Kickoff is June 1st at Rainbow Center.","event_with_info"
325,"Join us for the Father's Day Golf Tournament on June 21st at Green Valley Club.","event_with_info"
326,"The Independence Day Fireworks are July 4th at Waterfront Park.","event_with_info"
327,"Don't miss the Summer Music Series starting July 10th at Pavilion.","event_with_info"
328,"The Back-to-School Fair is August 8th at Community Center.","event_with_info"
329,"You're invited to the Labor Day BBQ on September 6th at Lakeside.","event_with_info"
330,"The Grandparents' Day Storytime is September 13th at Library.","event_with_info"
331,"Don't miss the Fall Harvest Festival on September 26th at Farm.","event_with_info"
332,"The Halloween Party is October 31st at Community Center.","event_with_info"
333,"Join us for the Thanksgiving Potluck on November 26th at Fellowship Hall.","event_with_info"
334,"The Holiday Market opens December 5th at Town Square.","event_with_info"
335,"Don't miss the New Year's Eve Celebration on December 31st at Downtown Plaza.","event_with_info"
336,"The Polar Bear Swim is January 1st, 2026 at Beach Club.","event_with_info"
337,"You're invited to the Winter Festival on January 10th at Snow Valley.","event_with_info"
338,"The MLK Day Service Project is January 18th at Community Center.","event_with_info"
339,"Don't miss the Super Bowl Party on February 7th at Sports Bar.","event_with_info"
340,"The Valentine's Day Dinner Dance is February 14th at Grand Ballroom.","event_with_info"
341,"Join us for the President's Day History Tour on February 16th at Museum.","event_with_info"
342,"The Mardi Gras Street Fair is March 1st downtown.","event_with_info"
343,"Don't miss the International Women's Day Breakfast on March 8th at Hotel.","event_with_info"
344,"The St. Patrick's Day Pub Crawl is March 17th at Irish District.","event_with_info"
345,"You're invited to the Spring Equinox Yoga on March 20th at Sunrise Park.","event_with_info"
346,"The April Fool's Comedy Show is April 1st at Comedy Club.","event_with_info"
347,"Don't miss the Tax Day Free Coffee on April 15th at Café.","event_with_info"
348,"The Earth Day Festival is April 22nd at Green Park.","event_with_info"
349,"Join us for the May Day Dance on May 1st at Cultural Center.","event_with_info"
350,"The Cinco de Mayo Fiesta is May 5th at Mexican Plaza.","event_with_info"
351,"Don't miss the Mother's Day Brunch on May 10th at Garden Restaurant.","event_with_info"
352,"The Armed Forces Day Parade is May 16th downtown.","event_with_info"
353,"You're invited to the Memorial Day Ceremony on May 25th at Veterans Cemetery.","event_with_info"
354,"The Summer Kickoff Concert is May 30th at Amphitheater.","event_with_info"
355,"Don't miss the Pride Festival on June 6th at Equality Park.","event_with_info"
356,"The Father's Day BBQ is June 21st at Backyard Patio.","event_with_info"
357,"Join us for the Independence Day Parade on July 4th downtown.","event_with_info"
358,"The Summer Music Festival is July 18th at Riverfront Park.","event_with_info"
359,"Don't miss the Back-to-School Fair on August 1st at Community Center.","event_with_info"
360,"The Labor Day Picnic is September 7th at Lakeside Park.","event_with_info"
361,"You're invited to the Grandparents' Day Tea on September 13th at Rose Garden.","event_with_info"
362,"The Fall Festival begins September 26th at Harvest Grounds.","event_with_info"
363,"Don't miss the Halloween Spooktacular on October 31st at Haunted House.","event_with_info"
364,"The Thanksgiving Dinner is November 26th at Community Hall.","event_with_info"
365,"Join us for the Holiday Market on December 5th at Town Square.","event_with_info"
366,"The New Year's Eve Gala is December 31st at Grand Ballroom.","event_with_info"
367,"Don't miss the Winter Wonderland on January 3rd, 2026 at Snow Park.","event_with_info"
368,"The MLK Day March is January 18th downtown.","event_with_info"
369,"You're invited to the Super Bowl Watch Party on February 7th at Sports Arena.","event_with_info"
370,"The Valentine's Day Concert is February 14th at Love Auditorium.","event_with_info"
371,"Don't miss the President's Day Lecture on February 16th at History Museum.","event_with_info"
372,"The Mardi Gras Ball is March 2nd at Grand Hall.","event_with_info"
373,"Join us for the International Women's Day Summit on March 8th at Convention Center.","event_with_info"
374,"The St. Patrick's Day Parade is March 17th downtown.","event_with_info"
375,"Don't miss the Spring Equinox Meditation on March 20th at Zen Center.","event_with_info"
376,"The April Fool's Comedy Night is April 1st at Laugh Lounge.","event_with_info"
377,"You're invited to the Tax Day Financial Workshop on April 15th at Money Center.","event_with_info"
378,"The Earth Day Cleanup is April 22nd at Community Park.","event_with_info"
379,"Don't miss the May Day Festival on May 1st at Cultural Plaza.","event_with_info"
380,"The Cinco de Mayo Celebration is May 5th at Fiesta Grounds.","event_with_info"
381,"Join us for the Mother's Day Brunch on May 10th at Garden Café.","event_with_info"
382,"The Armed Forces Day Ceremony is May 16th at Veterans Park.","event_with_info"
383,"Don't miss the Memorial Day Concert on May 24th at Amphitheater.","event_with_info"
384,"The Pride Month Kickoff is June 1st at Rainbow Center.","event_with_info"
385,"You're invited to the Father's Day Golf Tournament on June 21st at Green Valley Club.","event_with_info"
386,"The Independence Day Fireworks are July 4th at Waterfront Park.","event_with_info"
387,"Don't miss the Summer Music Series starting July 10th at Pavilion.","event_with_info"
388,"The Back-to-School Fair is August 8th at Community Center.","event_with_info"
389,"Join us for the Labor Day BBQ on September 6th at Lakeside.","event_with_info"
390,"The Grandparents' Day Storytime is September 13th at Library.","event_with_info"
391,"Don't miss the Fall Harvest Festival on September 26th at Farm.","event_with_info"
392,"The Halloween Party is October 31st at Community Center.","event_with_info"
393,"You're invited to the Thanksgiving Potluck on November 26th at Fellowship Hall.","event_with_info"
394,"The Holiday Market opens December 5th at Town Square.","event_with_info"
395,"Don't miss the New Year's Eve Celebration on December 31st at Downtown Plaza.","event_with_info"
396,"The Polar Bear Swim is January 1st, 2026 at Beach Club.","event_with_info"
397,"Join us for the Winter Festival on January 10th at Snow Valley.","event_with_info"
398,"The MLK Day Service Project is January 18th at Community Center.","event_with_info"
399,"Don't miss the Super Bowl Party on February 7th at Sports Bar.","event_with_info"
400,"The Valentine's Day Dinner Dance is February 14th at Grand Ballroom.","event_with_info"
401,"You're invited to the President's Day History Tour on February 16th at Museum.","event_with_info"
402,"The Mardi Gras Street Fair is March 1st downtown.","event_with_info"
403,"Don't miss the International Women's Day Breakfast on March 8th at Hotel.","event_with_info"
404,"The St. Patrick's Day Pub Crawl is March 17th at Irish District.","event_with_info"
405,"Join us for the Spring Equinox Yoga on March 20th at Sunrise Park.","event_with_info"
406,"The April Fool's Comedy Show is April 1st at Comedy Club.","event_with_info"
407,"Don't miss the Tax Day Free Coffee on April 15th at Café.","event_with_info"
408,"The Earth Day Festival is April 22nd at Green Park.","event_with_info"
409,"You're invited to the May Day Dance on May 1st at Cultural Center.","event_with_info"
410,"The Cinco de Mayo Fiesta is May 5th at Mexican Plaza.","event_with_info"
411,"Don't miss the Mother's Day Brunch on May 10th at Garden Restaurant.","event_with_info"
412,"The Armed Forces Day Parade is May 16th downtown.","event_with_info"
413,"Join us for the Memorial Day Ceremony on May 25th at Veterans Cemetery.","event_with_info"
414,"The Summer Kickoff Concert is May 30th at Amphitheater.","event_with_info"
415,"Don't miss the Pride Festival on June 6th at Equality Park.","event_with_info"
416,"The Father's Day BBQ is June 21st at Backyard Patio.","event_with_info"
417,"You're invited to the Independence Day Parade on July 4th downtown.","event_with_info"
418,"The Summer Music Festival is July 18th at Riverfront Park.","event_with_info"
419,"Don't miss the Back-to-School Fair on August 1st at Community Center.","event_with_info"
420,"The Labor Day Picnic is September 7th at Lakeside Park.","event_with_info"
421,"Join us for the Grandparents' Day Tea on September 13th at Rose Garden.","event_with_info"
422,"The Fall Festival begins September 26th at Harvest Grounds.","event_with_info"
423,"Don't miss the Halloween Spooktacular on October 31st at Haunted House.","event_with_info"
424,"The Thanksgiving Dinner is November 26th at Community Hall.","event_with_info"
425,"You're invited to the Holiday Market on December 5th at Town Square.","event_with_info"
426,"The New Year's Eve Gala is December 31st at Grand Ballroom.","event_with_info"
427,"Don't miss the Winter Wonderland on January 3rd, 2026 at Snow Park.","event_with_info"
428,"The MLK Day March is January 18th downtown.","event_with_info"
429,"Join us for the Super Bowl Watch Party on February 7th at Sports Arena.","event_with_info"
430,"The Valentine's Day Concert is February 14th at Love Auditorium.","event_with_info"
431,"Don't miss the President's Day Lecture on February 16th at History Museum.","event_with_info"
432,"The Mardi Gras Ball is March 2nd at Grand Hall.","event_with_info"
433,"You're invited to the International Women's Day Summit on March 8th at Convention Center.","event_with_info"
434,"The St. Patrick's Day Parade is March 17th downtown.","event_with_info"
435,"Don't miss the Spring Equinox Meditation on March 20th at Zen Center.","event_with_info"
436,"The April Fool's Comedy Night is April 1st at Laugh Lounge.","event_with_info"
437,"Join us for the Tax Day Financial Workshop on April 15th at Money Center.","event_with_info"
438,"The Earth Day Cleanup is April 22nd at Community Park.","event_with_info"
439,"Don't miss the May Day Festival on May 1st at Cultural Plaza.","event_with_info"
440,"The Cinco de Mayo Celebration is May 5th at Fiesta Grounds.","event_with_info"
441,"You're invited to the Mother's Day Brunch on May 10th at Garden Café.","event_with_info"
442,"The Armed Forces Day Ceremony is May 16th at Veterans Park.","event_with_info"
443,"Don't miss the Memorial Day Concert on May 24th at Amphitheater.","event_with_info"
444,"The Pride Month Kickoff is June 1st at Rainbow Center.","event_with_info"
445,"Join us for the Father's Day Golf Tournament on June 21st at Green Valley Club.","event_with_info"
446,"The Independence Day Fireworks are July 4th at Waterfront Park.","event_with_info"
447,"Don't miss the Summer Music Series starting July 10th at Pavilion.","event_with_info"
448,"The Back-to-School Fair is August 8th at Community Center.","event_with_info"
449,"You're invited to the Labor Day BBQ on September 6th at Lakeside.","event_with_info"
500,"The Grandparents' Day Storytime is September 13th at Library.","event_with_info"
